0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
AB,AB,AB,AB,AB,AB,AG,AB,AB,AB,AC,AD,AC,AF,AC,AC,AC,AE,AE,AC,AH,AA,AH,AH,AH,AH,AA,AH,AH,AH
